1/12,1
1/6,2
0.25,3
1/3,4
0.5,5
2/3,6
0.75,7
1.0,8
1.25,9
4/3,10
1.5,11
5/3,12
1.75,13
2.0,14
2.25,15
7/3,16
2.5,17
3.0,18
10/3,19
3.5,20
4.0,21
4.5,22
5.0,23
5.75,24
6.0,25
6.75,26
7.0,27
8.0,28
9.0,29
9.5,30
10.75,31
12.0,32
16.0,33
16.5,34
32.0,35
