A2,1
A2.A3,2
A2.B2,3
A2.C#3,4
A3,5
B-2,6
B1,7
B1.A2,8
B1.A2.A3,9
B1.A2.B2,10
B1.A2.E-3,11
B1.A3,12
B1.B-2,13
B1.B-2.B2,14
B1.B-2.C3,15
B1.B2,16
B1.B2.A3,17
B1.B2.C#3,18
B1.B2.C3,19
B1.B3,20
B1.C#3,21
B1.C#3.A3,22
B1.C#3.G3,23
B1.C2,24
B1.C2.A2,25
B1.C2.A3,26
B1.C2.B-2,27
B1.C2.B2,28
B1.C2.C#3,29
B1.C2.C3,30
B1.C2.D2.E2.A3,31
B1.C2.D2.E2.B-2,32
B1.C2.D2.E2.C#3,33
B1.C2.E-3,34
B1.C2.E3,35
B1.C2.G2,36
B1.C2.G2.E-3,37
B1.C2.G3,38
B1.C3,39
B1.C3.A3,40
B1.D2,41
B1.D2.A3,42
B1.D2.B-2,43
B1.D2.B3,44
B1.D2.C#3,45
B1.D2.E-3,46
B1.D2.E2,47
B1.D2.E2.A2,48
B1.D2.E2.B2,49
B1.D2.E2.C3,50
B1.D2.E2.F2,51
B1.D2.E3,52
B1.D2.F2,53
B1.D2.F2.B-2,54
B1.D2.F3,55
B1.D2.G#2,56
B1.D2.G2,57
B1.D2.G3,58
B1.E-3,59
B1.E-3.B3,60
B1.E-3.F5,61
B1.E3.A3,62
B1.F#2,63
B1.F2,64
B1.F2.A2,65
B1.F2.C#3,66
B1.F2.C3,67
B1.F2.E-3,68
B1.F2.G2,69
B1.F3,70
B1.F5,71
B1.G#2,72
B1.G#2.E-3,73
B1.G2,74
B1.G2.A2,75
B1.G2.A3,76
B1.G2.B-2,77
B1.G2.E-3,78
B1.G3,79
B1.G3.A3,80
B2,81
B2.A3,82
B2.C3,83
B3,84
C#3,85
C#3.B3,86
C-1.F#2,87
C2,88
C2.A2,89
C2.A3,90
C2.B-2,91
C2.B-2.B2,92
C2.B2,93
C2.B3,94
C2.C#3,95
C2.C#3.A3,96
C2.D2.C#3,97
C2.D2.E2,98
C2.D2.E2.F2,99
C2.E-3,100
C2.E2,101
C2.E2.A3,102
C2.E2.B-2,103
C2.E2.C#3,104
C2.E2.E-3,105
C2.F#2,106
C2.F#2.B3,107
C2.G2,108
C2.G2.A2,109
C2.G2.A2.A3,110
C2.G2.A2.C#3,111
C2.G2.A3,112
C2.G2.C#3,113
C3,114
C3.A3,115
D2,116
D2.A2,117
D2.A3,118
D2.B-2,119
D2.B2,120
D2.B3,121
D2.C#3,122
D2.C3,123
D2.E-3,124
D2.E2,125
D2.E2.A2,126
D2.E2.A3,127
D2.E2.B-2,128
D2.E2.B2,129
D2.E2.C#3,130
D2.E2.C#3.A3,131
D2.E2.C3,132
D2.E2.E-3,133
D2.E2.G2,134
D2.E2.G3,135
D2.E3,136
D2.E3.A3,137
D2.E3.G3,138
D2.F#2,139
D2.F2,140
D2.F2.C#3,141
D2.F2.G2,142
D2.F3,143
D2.G#2,144
D2.G2,145
D2.G2.B-2,146
D2.G3,147
E-3,148
E2,149
E2.A3,150
E2.B-2,151
E2.B-2.A3,152
E2.B3,153
E2.C#3,154
E2.F#2,155
F#2,156
F#2.G2,157
F2,158
F2.A2,159
F2.E-3,160
F2.G2,161
F3,162
G#2,163
G#2.B-2,164
G#2.E-3,165
G2,166
G2.A2,167
G2.B2,168
G2.C3,169
G2.G#2,170
G3,171
rest,172
