1/12,1
1/6,2
0.25,3
1/3,4
5/12,5
0.5,6
2/3,7
0.75,8
1.0,9
1.25,10
4/3,11
1.5,12
5/3,13
1.75,14
2.0,15
13/6,16
2.25,17
7/3,18
2.5,19
2.75,20
3.0,21
10/3,22
3.5,23
11/3,24
3.75,25
4.0,26
4.25,27
4.5,28
5.0,29
16/3,30
5.5,31
5.75,32
6.0,33
19/3,34
6.5,35
6.75,36
8.0,37
9.0,38
10.5,39
11.5,40
12.0,41
12.5,42
16.0,43
20.0,44
64.0,45
